name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YDL020C	1	0.18	0	2	0	0
YDL147W	0.22534	0.0136193	44469.3	118	566.46	1
YER012W	0.236364	0.0241571	19906.1	111	2191.37	1
YER105C	0.2	0.0299235	2172.55	6	0.0752499	0
YIL007C	0.176471	0.0336115	7886.38	0.001	1.77624e-12	0
YPR103W	0.28	0.0313603	8272.31	87	1475.24	1
YBL042C	0.666667	0.275269	177.124	0.001	6.77977e-10	0
YER021W	0.561905	0.0372723	6500.46	63	1762.68	1
YNL121C	0.181818	0.0684105	5440.95	4	1.3867	0
YBL043W	0.666667	0.0505263	546.315	0.001	2.37368e-12	0
YBL100W-A	0.4	0.0604199	11994	0.001	6.39359e-11	0
YBL044W	0.5	0.0561798	400.037	0.001	1.99246e-12	0
YJL159W	0.333333	0.0193548	6768.67	0.001	3.16621e-13	0
YMR304W	0.0933333	0.0236185	23662.4	0.001	6.87228e-13	0
YBL045C	0.176471	0.0136678	8994.61	3	0.00149561	0
YDL179W	0.175	0.0242852	3939.22	1	0.000239782	0
YDR339C	0.285714	0.0283303	3782.89	0.001	6.96244e-13	1
YLR090W	0.5	0.0226804	7416.7	0.001	9.81261e-13	0
YLR442C	0.094697	0.0240272	9436.54	7	0.102153	0
YOR125C	0.142857	0.025445	5839.27	0.001	3.49678e-13	0
YPR054W	0.113757	0.0248637	12414.5	0.001	5.39723e-13	0
YPR191W	0.183007	0.0160726	6441.93	3	0.00212418	0
YBL046W	0.6	0.0588838	104.596	2	0.00603586	0
YDL112W	0.4	0.0453089	540.356	0.001	9.10909e-13	0
YDR075W	0.0903226	0.0227595	9111.66	2	0.00176659	0
YML010W	0.258333	0.0324081	2821.35	8	0.411646	1
YNL201C	0.128655	0.0277137	10618.9	2	0.00644731	0
YDR348C	0.333333	0.0179578	8706.4	0.001	3.01806e-13	0
YNL243W	0.316176	0.0238754	6955.61	11	0.951135	1
YOL016C	0.428571	0.0212103	1917.57	0.001	1.66328e-13	0
YBL049W	0.126482	0.0147659	19635.7	0.001	1.18064e-13	0
YCL039W	0.12	0.0177142	18921.8	6	0.0482934	0
YDL143W	0.08	0.0190128	3756.18	0.001	3.92659e-14	1
YDR255C	0.666667	0.0861953	32.0518	1	0.00117949	0
YER066C-A	0.217949	0.0325505	725.334	0.001	1.7747e-13	0
YGL227W	0.666667	0.066938	12.486	1	0.000167118	0
YGR172C	0.177489	0.0110414	25055.1	0.001	6.60947e-14	1
YHL010C	0.4	0.0682927	284.517	0.001	2.47551e-12	0
YIL017C	1	0.0829268	0	1	0	0
YIL097W	0.5	0.0739927	205.331	1	0.00307737	0
YIL142W	0.149798	0.0237906	11212.1	3	0.0145271	1
YJL014W	0.1	0.0264734	1754.96	0.001	8.61994e-14	1
YJL111W	0.0869565	0.0214541	2805.25	0.001	5.16795e-14	1
YMR135C	0.666667	0.0584969	29.9667	1	0.000233925	0
YBR272C	0.304348	0.0327946	6514.31	0.001	2.29323e-12	0
YCR082W	0.4	0.0166375	2489.8	0.001	7.63083e-14	0
YDL133W	0.5	0.061086	341.319	0.001	2.37627e-12	0
YDL173W	0.666667	0.060452	63.9519	0.001	5.69383e-13	0
YDR160W	0.5	0.0226535	756.436	0.001	9.96053e-14	1
YDR189W	0.422222	0.0446465	866.211	0.001	1.45316e-12	1
YER101C	1	0.0853485	0	0.001	0	0
YGL095C	0.535714	0.0399453	592.156	0.001	8.07665e-13	0
YIL084C	0.357143	0.0332355	1621.33	13	1.55221	0
YKL090W	0.5	0.0647163	229.027	0.001	2.00868e-12	0
YLL009C	0.666667	0.00814599	810.5	0.001	2.37923e-15	0
YLR026C	0.21645	0.0260196	12042.6	20	9.55807	1
YLR093C	0.5	0.0418818	1411.53	12	3.75237	0
YLR130C	1	0.0853485	0	0.001	0	0
YNL204C	0.5	0.0183673	1117.87	0.001	6.36133e-14	0
YOL018C	0.230769	0.0132337	13578.8	9	0.0700624	0
YOL032W	1	0.0853485	0	0.001	0	0
YOL036W	0.380952	0.0121598	4005.96	0.001	3.33641e-14	0
YOL135C	0.231729	0.0124547	28104	88	106.791	1
YOR106W	0.418182	0.0354381	1568.31	16	4.23684	1
YOR245C	0.4	0.061086	5311.9	0.001	2.95853e-11	0
YOR307C	0.380952	0.0541188	1363.77	0.001	4.45661e-12	0
YPL192C	0.4	0.0230386	1113.22	0.001	1.25449e-13	0
YIL151C	0.333333	0.0590164	845.765	0.001	3.41994e-12	0
YKR096W	0.428571	0.0290848	413.765	1	0.000126895	0
YBL052C	0.333333	0.0639361	504.208	4	0.179743	0
YGL207W	0.2	0.0230909	6853.1	7	0.133652	1
YNL258C	0.222222	0.0561798	3975.3	2	0.0703991	1
YOR064C	0.5	0.0132072	1411.9	3	0.000579931	0
YPL129W	0.225	0.0238431	5104.68	51	49.2396	0
YBL053W	0.5	0.00833865	848.204	0.001	2.05047e-15	0
YEL069C	0.5	0.0398693	486.845	0.001	6.15056e-13	0
YPR165W	0.115789	0.0246952	7490.57	3	0.00870964	1
YBL054W	1	0.0902439	0	0.001	0	0
YBR039W	0.17029	0.0227595	5865.08	6	0.0578853	0
YBR097W	0.666667	0.114943	153.63	2	0.143021	0
YDL060W	0.239766	0.0288209	3316.95	0.001	5.4873e-13	1
YDL145C	0.116893	0.0175423	34005.7	35	16.1397	1
YDR071C	0.380952	0.0320856	607.948	0.001	2.45457e-13	0
YDR076W	0.244444	0.0320983	162.357	3	0.00113748	0
YDR148C	0.110337	0.00958538	41765.8	2	0.000311221	0
YGR205W	0.333333	0.0209033	787.15	0.001	5.00956e-14	0
YHL030W	0.272727	0.0208847	4122.01	27	4.20963	0
YMR246W	0.222222	0.0269996	6189.59	0.001	7.30931e-13	0
YNL250W	0.128788	0.0250872	9788.48	8	0.255664	0
YOR020C	0.377778	0.0177035	5061.39	0.001	1.87819e-13	1
YOR086C	0.666667	0.0543758	8.44231	0.001	4.92032e-14	0
YBL058W	0.428571	0.0498291	328.918	0.001	8.69044e-13	0
YBR223C	0.15	0.0248786	1224.6	0.001	7.03705e-14	0
YDL190C	0.21978	0.0369986	1781.66	2	0.0058701	0
YKL213C	0.428571	0.0355987	404.936	0.001	2.78706e-13	0
YBL059W	0.666667	0.00822687	291.91	0.001	8.91449e-16	0
YCR099C	0.222222	0.0452796	1743.54	0.001	1.62866e-12	0
YBL061C	0.333333	0.0575128	1639.66	0.001	5.97987e-12	0
YBR023C	0.4	0.199032	397.888	0.001	2.49754e-10	0
YNL233W	0.5	0.0487676	315.697	1	0.000892824	0
YBL063W	1	0.0667252	0	0.001	0	0
YBL064C	0.4	0.0419832	256.781	0.001	3.19099e-13	0
YDR488C	0.139706	0.0305369	17566.1	8	1.09259	0
YBL065W	1	0.0331943	0	0.001	0	0
YER022W	0.0331943	0.0105763	314371	68	41.0557	1
YGR117C	0.5	0.0454586	131.431	0.001	2.8063e-13	0
YPL026C	0.166667	0.0276669	4232.6	0.001	4.13333e-13	0
YBL067C	0.666667	0.0529471	78.9646	0.001	4.13722e-13	0
YBL068W	0.833333	0.180952	71.5919	0.001	6.39646e-11	0
YHL011C	0.333333	0.0167325	9307.01	0.001	2.43185e-13	0
YKL181W	0.533333	0.154412	323.68	0.001	9.81377e-11	0
YOL061W	0.266667	0.0568663	17391.3	0.001	4.84976e-11	0
YBL071C	0.666667	0.0414414	356.64	0.001	7.01258e-13	0
YNL261W	0.785714	0.169231	84.7016	39	3237.93	1
YBL072C	0.333333	0.0190328	6989.99	0.001	3.05752e-13	0
YDR459C	0.333333	0.129749	946.628	0.001	8.94273e-11	0
YFL017C	0.222222	0.0159132	9885.69	0.001	1.40872e-13	1
YLR140W	1	0.333333	0	0.001	0	1
YBL074C	0.7	0.097561	27.5346	16	7.15224	1
YDL208W	0.180952	0.0159971	7778.31	16	0.377551	1
YDR283C	0.22807	0.0287895	8961.77	7	0.481609	0
YCR002C	0.132323	0.0213254	8457.78	17	1.13717	0
YDL225W	0.138478	0.0190702	11114.9	20	1.62852	0
YDR128W	0.12079	0.0197219	18865.3	0.001	3.4474e-13	0
YDR142C	0.0607966	0.0164634	35218.6	0.001	1.573e-13	0
YGL004C	0.231451	0.0249269	4581.14	0.001	4.09357e-13	0
YHR186C	0.218462	0.0232046	7335.85	6	0.100364	1
YHR199C	0.125541	0.028104	10879.1	0.001	8.52019e-13	0
YJL128C	0.0830565	0.0141558	25740.4	0.001	8.58479e-14	0
YNL135C	0.0562613	0.0190214	38906.4	2	0.00229241	0
YOL133W	0.0496859	0.0135817	142297	26	4.22834	1
YOR250C	0.444444	0.0488181	708.217	23	21.7515	1
YBL076C	0.222222	0.018082	2559.74	0.001	6.08092e-14	1
YBR058C	0.181818	0.0429677	3238.95	0.001	2.0073e-12	0
YDL100C	0.0555556	0.0174262	76297.6	2	0.00312706	0
YLR016C	0.2	0.0172026	4460	1	7.8116e-05	0
YNL244C	0.047619	0.0204906	38718.9	34	12.775	1
YBL078C	0.277778	0.0682692	1097.82	9	4.82899	0
YHR171W	0.277778	0.0426496	7198.52	0.001	6.61608e-12	0
YNR007C	0.388889	0.0129571	5370.8	0.001	5.88708e-14	0
YOR100C	0.5	0.0890937	267.104	0.001	8.41469e-12	0
YBL079W	0.380952	0.0263174	850.654	8	0.0795914	0
YGR052W	0.111538	0.019942	19936.6	0.001	3.51684e-13	0
YJL061W	0.275	0.0150273	9020.11	17	0.621466	1
YKL068W	0.133333	0.0113742	35119.6	31	2.33482	0
YBL080C	0.666667	0.128571	1201.6	0.001	2.189e-10	0
YCR106W	0.5	0.25	2196.93	0.001	4.29088e-09	0
YBL081W	0.666667	0.152381	1173.97	0.001	4.21977e-10	0
YDL167C	0.5	0.126812	5243.08	0.001	6.77942e-10	0
YBL082C	1	0.176471	0	0.001	0	0
YKL210W	0.176471	0.026374	7509.28	0.001	6.41173e-13	1
YBL084C	0.977778	0.159244	0.483427	36	14.1819	1
YDL008W	0.848485	0.0741	174.523	40	285.727	1
YDR118W	0.854545	0.0761905	154.12	36	207.064	1
YFR036W	0.653846	0.0117628	5200.2	36	3.03699	0
YGL240W	0.818182	0.0493222	1032.89	36	233.336	0
YKL022C	0.505495	0.0593664	1246.74	41	539.518	1
YLR127C	0.5	0.018295	5552.07	41	21.4343	1
YNL172W	0.757576	0.0436181	781.349	36	99.9647	1
YOR249C	0.772727	0.0526505	688.112	40	261.502	1
YBR003W	0.4	0.0167867	2761.08	0.001	8.77005e-14	0
YBR102C	0.230769	0.0148424	15880.5	6	0.0384162	1
YBR238C	0.5	0.0360177	5081.72	0.001	4.27606e-12	0
YDL155W	0.122995	0.0123518	25416.1	3	0.00196463	1
YDL176W	1	0.0500439	0	0.001	0	0
YDR036C	0.274854	0.0270685	7684.61	0.001	1.13391e-12	0
YDR239C	0.333333	0.0194669	1490.12	0.001	7.13316e-14	0
YDR329C	0.333333	0.025641	1784.27	0.001	2.57088e-13	0
YDR332W	0.666667	0.0490196	5050	0.001	1.94393e-11	0
YDR372C	0.285714	0.0181004	3081.67	0.001	9.45075e-14	0
YER008C	0.311111	0.0146556	2532.39	3	0.000981341	1
YER028C	0.4	0.0286491	2010.12	0.001	5.41656e-13	0
YER124C	0.380952	0.0341551	650.282	0.001	3.37129e-13	0
YER164W	0.318182	0.0257898	1579.72	0.001	2.22356e-13	0
YFR034C	0.21978	0.0200102	6507.98	0.001	2.29321e-13	0
YHL014C	0.666667	0.045177	15.895	0.001	4.41409e-14	0
YJL155C	0.4	0.0336325	3348.19	0.001	1.71359e-12	0
YJR056C	0.5	0.017079	787.326	0.001	3.34943e-14	0
YJR061W	0.4	0.0227993	1060.75	0.001	1.14645e-13	0
YKL125W	0.666667	0.0473684	66.7522	0.001	2.24042e-13	1
YKL218C	0.666667	0.0303463	85.408	0.001	4.82869e-14	0
YLL040C	0.285714	0.022555	2252.88	0.001	1.66588e-13	0
YLR314C	0.163218	0.0286363	9077.95	17	4.89523	1
YMR124W	0.192308	0.0186164	4474.32	0.001	1.0335e-13	0
YMR244W	0.5	0.021821	704.182	0.001	7.98282e-14	0
YNL078W	0.241758	0.00977594	17141.3	0.001	3.78494e-14	0
YNL234W	0.333333	0.0297729	1759.71	0.001	4.60896e-13	0
YNR016C	0.157895	0.0125253	11505.7	0.001	4.47131e-14	1
YOL019W	0.666667	0.0281055	139.448	0.001	5.80077e-14	0
YOL070C	0.333333	0.010405	10617.8	2	0.000331876	0
YPL038W	0.183824	0.0130884	9802.13	4	0.00338418	0
YPL158C	0.47619	0.00879245	5100.53	0.001	1.45156e-14	0
YBL086C	0.666667	0.2	108.945	0.001	1.16208e-10	0
YLR322W	0.4	0.00917379	5393.24	0.001	1.52793e-14	0
YLR025W	0.266667	0.0178503	8113.25	2	0.00175726	0
YNL265C	0.27619	0.0328155	11123.9	6	0.769547	0
YPL110C	0.2	0.0342376	1572.86	0.001	4.32246e-13	0
YBL089W	0.333333	0.0090601	9956.9	0.001	2.23633e-14	0
YBR068C	0.333333	0.0384812	1851.61	0.001	1.35339e-12	0
YLR325C	0.5	0.130719	5100.17	0.001	7.44575e-10	0
YOR082C	0.666667	0.0224902	393.077	0.001	6.70436e-14	0
YBL090W	1	0.0626263	0	18	0	0
YBL091C	1	0.163025	0	0.001	0	0
YBL092W	0.5	0.0566101	311.23	3	0.0431509	1
YDR026C	0.4	0.0772947	261.846	3	0.100941	0
YDR398W	0.0774194	0.027422	19658.1	5	0.107571	1
YBL093C	0.252308	0.0207294	8713.53	84	240.61	0
YBR193C	0.375	0.00794064	20096.2	50	3.74521	1
YCR081W	0.5	0.0534483	471.757	9	1.4033	0
YDR308C	0.5	0.0267415	1351.22	34	13.5793	1
YGL025C	0.535714	0.0981366	495.487	25	384.689	0
YGL151W	0.5	0.0423242	725.721	21	10.7834	0
YGR104C	0.308046	0.0188157	9687.98	105	433.008	0
YHR058C	0.417582	0.0120639	11935	41	7.27557	1
YHR147C	0.5	0.0808271	179.198	7	1.31167	0
YKL129C	0.124898	0.0112522	42531.7	15	0.287398	0
YLR071C	0.423077	0.038065	1337.36	35	50.9304	1
YML007W	0.247619	0.00983217	10812.8	1	2.50218e-05	0
YMR112C	0.714286	0.0310943	343.125	33	8.23356	1
YNL236W	0.137931	0.021989	30349.9	41	67.4518	0
YNR010W	0.409091	0.0288867	1338.57	32	12.4941	0
YOL051W	0.380435	0.0199236	7794.36	81	248.308	0
YOR140W	0.533333	0.0515152	455.223	0.001	1.70987e-12	0
YOR174W	0.184615	0.0187404	13860.3	44	26.8854	1
YPR070W	0.611111	0.0658976	341.09	12	6.79221	0
YPR168W	0.464286	0.0395231	319.574	22	3.85504	1
YBL094C	0.666667	0.00727746	2119.18	0.001	3.96275e-15	0
YBL095W	0.666667	0.0247702	311.343	0.001	7.81383e-14	0
YBR162C	0.181818	0.0522466	2857.71	2	0.0309726	0
YBL097W	1	0.0665323	0	0.001	0	1
YLR373C	0.0665323	0.0338638	53928.6	0.001	4.71841e-12	0
YBL098W	1	0.147059	0	0.001	0	0
YDL226C	0.147059	0.0195812	20146.5	0.001	4.35557e-13	0
YBR088C	0.139601	0.034984	17155.1	16	14.6933	1
YBR264C	0.179487	0.0234556	4383.69	0.001	2.38155e-13	0
YBR288C	0.103448	0.0229825	13557.2	10	0.391273	0
YCR001W	0.2	0.0289758	5579.27	0.001	7.86596e-13	0
YCR014C	0.192308	0.0317356	6043.6	0.001	1.1789e-12	0
YCR079W	0.105376	0.0236561	21453.3	0.001	7.0796e-13	0
YDL004W	1	0.0296554	0	6	0	1
YDL013W	0.128571	0.0132984	12814.8	2	0.00041224	1
YDL164C	0.116883	0.0251311	11238.1	2	0.00419159	1
YDL200C	0.0859729	0.018894	18181.7	0.001	1.99203e-13	0
YDR131C	0.178947	0.0205561	5989.8	2	0.00153106	0
YDR143C	0.226316	0.0206041	7838.04	0.001	3.19697e-13	0
YDR200C	0.116402	0.020807	8665.7	5	0.0236325	0
YDR227W	0.117647	0.0135805	19460.2	11	0.103649	0
YDR322C-A	1	0.0296554	0	6	0	0
YDR419W	0.181818	0.0237051	194.383	0.001	1.116e-14	0
YER059W	0.152632	0.0178021	16049.5	2	0.00196824	0
YER173W	0.109937	0.0201376	12593.6	6	0.0491786	0
YGL131C	0.285714	0.0331289	493.216	0.001	1.69746e-13	0
YGL163C	0.101538	0.0199867	2560.53	3	0.00112018	0
YGR123C	0.124183	0.024647	19271.8	0.001	8.8317e-13	0
YJL044C	0.25	0.0181528	9063.3	0.001	2.46037e-13	0
YJL087C	0.4	0.0271027	797.655	0.001	1.72158e-13	1
YJL106W	0.0990991	0.0112366	26908.9	0.001	4.25108e-14	0
YJL180C	0.666667	0.0113274	1501	0.001	1.64745e-14	0
YKL193C	0.116809	0.0226184	8935.68	3	0.00737595	1
YKL215C	0.5	0.0315606	20.3035	0.001	1.00721e-14	0
YLL019C	0.0768137	0.0158993	19504.8	0.001	9.57397e-14	0
YLR186W	0.147368	0.024266	6774.26	7	0.118728	1
YLR222C	0.117241	0.0208774	20978.6	18	2.72511	1
YLR238W	0.393939	0.0222117	2946.86	2	0.0022605	0
YLR320W	0.166667	0.023653	7078.08	0.001	3.69243e-13	0
YLR340W	0.0978261	0.0194257	14857.3	30	5.58807	1
YMR284W	0.187692	0.0251042	4261.99	4	0.0203342	0
YNL012W	0.181818	0.0292536	4419.79	0.001	5.88517e-13	0
YNL061W	0.151243	0.0177777	37516.1	0.001	5.66748e-13	1
YNL090W	0.139706	0.0225944	4307.58	0.001	1.56838e-13	0
YNL113W	0.182336	0.0203679	14205.6	24	6.16245	1
YNL182C	0.194805	0.0146164	9190.38	1	8.1713e-05	1
YNL311C	0.0978836	0.0201269	12118.9	6	0.0420471	0
YNL315C	0.666667	0.0283196	101.703	0.001	4.36108e-14	0
YOR386W	0.2	0.0223683	5163.71	0.001	2.58539e-13	0
YPL164C	0.158333	0.0271168	1637.38	1	0.000140177	0
YPL271W	0.666667	0.00957968	466.385	6	0.000565602	0
YPR020W	0.305556	0.0191931	6693.43	10	0.277537	0
YPR111W	0.12437	0.0153242	17241	0.001	1.18247e-13	1
YBL100C	1	0.25	0	0.001	0	0
YJL070C	0.25	0.162195	20418	0.001	3.53269e-09	0
YGR161W-B	0.666667	0.333333	5050	0.001	4.15638e-08	0
YJL162C	0.666667	0.236364	30.4266	0.001	6.33119e-11	0
YBL101C	0.4	0.041052	5173.79	0.001	5.87771e-12	0
YER125W	0.0696365	0.0105125	106274	4	0.00578453	1
YOL122C	1	0.4	0	0.001	0	0
YBL102W	0.285714	0.0220914	8007.48	0.001	5.44908e-13	1
YFL058W	1	0.285714	0	0.001	0	0
YGR068C	0.4	0.0401424	1382.99	0.001	1.43646e-12	0
YBL103C	0.152632	0.0245668	9637.53	13	1.17717	0
YDR212W	0.113757	0.0162771	9644.3	3	0.00207932	1
YDR448W	0.247059	0.0173333	17992.3	130	881.545	0
YFR021W	0.13	0.022855	17727.2	0.001	6.28793e-13	0
YHR099W	0.182724	0.0161538	41382.6	166	2355.24	1
YIR023W	0.466667	0.0118106	2131.61	0.001	1.93555e-14	0
YJR066W	0.169951	0.0246325	12180.3	6	0.164613	0
YML091C	0.377778	0.0266511	827.41	2	0.00126155	1
YMR033W	0.7	0.0892857	24.2928	20	8.64557	1
YNL006W	0.19943	0.0232316	11932.8	12	1.19783	1
YNL076W	0.318182	0.0346302	1385.37	1	0.000633962	0
YNL098C	0.392857	0.034347	559.058	0.001	3.05668e-13	0
YNR023W	0.444444	0.0479428	603.246	27	27.8802	0
YOL067C	1	0.0708479	0	3	0	0
YBL104C	0.222222	0.0242449	1729.23	0.001	1.32776e-13	0
YDR316W	0.166667	0.0208471	17061.8	0.001	5.37097e-13	0
YNL054W	0.5	0.0395964	239.593	0.001	2.94488e-13	0
YBR045C	0.428571	0.0365297	357.418	4	0.0174568	0
YGL022W	0.694444	0.102564	1154.38	12	153.289	1
YGR254W	0.0583845	0.013459	37255.6	0.001	7.13747e-14	0
YOR231W	0.176471	0.0169883	11891.1	0.001	1.74783e-13	0
YCL017C	0.333333	0.0351388	381.556	0.001	1.93903e-13	1
YHR098C	0.277778	0.0153255	3839.83	3	0.00158865	1
YHR161C	0.288889	0.0509936	3127.68	0.001	6.10966e-12	0
YIL033C	0.198529	0.0123213	12847.2	5	0.0073479	0
YOR197W	0.222222	0.00733453	12615.5	0.001	8.11295e-15	0
YPL174C	0.183333	0.0165084	6775.71	13	0.202698	0
YBL107C	1	0.5	0	0.001	0	0
YBL108W	1	0.0434174	0	0.001	0	0
YBL112C	1	0.027864	0	0.001	0	0
YBL113C	1	1	0	0.001	0	0
YLR348C	1	1	0	0.001	0	0
YBR001C	0.5	0.031599	210.855	0.001	1.0511e-13	0
YHR102W	0.102767	0.0251755	21944	2	0.00724717	1
YBR004C	1	0.357143	0	0.001	0	1
YLR082C	0.357143	0.0192338	5994.96	0.001	2.93013e-13	0
YBR006W	0.666667	0.0995671	38.6274	0.001	2.53086e-12	0
YKL023W	0.166667	0.0181488	10617	0.001	1.91973e-13	0
YBR007C	1	0.0496859	0	0.001	0	0
YBR008C	1	0.0224458	0	0.001	0	0
YBR010W	0.194737	0.0274767	5442.52	6	0.130486	0
YCR084C	0.125541	0.0248101	16224.9	7	0.264714	0
YDR224C	0.146667	0.0229417	7253.59	6	0.0636564	1
YDR477W	0.0881633	0.0174055	33154.7	20	2.1462	0
YGL194C	0.75	0.0674496	107.376	18	9.72079	0
YJL081C	0.391813	0.0283035	2248.92	32	18.5295	1
YJL168C	0.4	0.0575601	3488.29	0.001	1.53165e-11	0
YKR029C	0.472727	0.0422333	730.742	15	3.70909	0
YPL209C	0.311111	0.0154688	6038.73	9	0.0784175	1
YBR011C	0.108225	0.0192805	7814.44	0.001	1.1687e-13	1
YDR129C	0.266667	0.0303913	1137.1	8	0.132445	0
YGL100W	0.113978	0.024771	16783.3	15	2.43079	0
YJR062C	0.147059	0.0276902	634.766	0.001	5.48792e-14	0
YKL108W	0.130435	0.0144111	8158.82	2	0.000367199	1
YLR371W	0.19697	0.0342495	4885.59	0.001	1.32414e-12	1
YLR425W	0.25	0.0114335	4470.36	0.001	1.90986e-14	0
YMR267W	0.4	0.0526452	181.54	0.001	5.57785e-13	0
YNL180C	0.181818	0.034784	2056.97	0.001	5.475e-13	0
YPL066W	0.5	0.103723	118.381	0.001	6.85109e-12	0
YPL111W	0.180952	0.016726	7499.79	0.001	1.06215e-13	0
YBR012C	1	1	0	0.001	0	0
YPL221W	1	1	0	0.001	0	0
YBR012W-B	0.5	0.0296254	761.099	0.001	2.93136e-13	0
YLR116W	0.136842	0.0412538	9689.66	16	15.7306	1
YBR013C	1	0.4	0	0.001	0	0
YGR292W	0.4	0.285714	15147	0.001	4.03752e-08	0
YBR014C	0.333333	0.00760628	6591.3	0.001	7.35425e-15	0
YBR101C	0.133333	0.0274984	25192.2	2	0.0153646	0
YBR015C	1	0.180837	0	0.001	0	0
YBR120C	0.5	0.0297747	1006.15	1	0.000395389	0
YDL063C	0.5	0.0390191	448.779	0.001	5.2013e-13	0
YDL204W	0.285714	0.0225213	6727.48	0.001	4.94488e-13	0
YDR002W	0.428571	0.0262561	1393.21	0.001	2.83767e-13	1
YDR062W	0.169591	0.0258114	13873.2	1	0.0010443	1
YEL050C	0.666667	0.0353582	36.6432	1	3.81823e-05	0
YEL051W	0.247368	0.0221434	5570.76	31	9.87012	0
YFR030W	0.152381	0.0161393	3134.74	0.001	3.24091e-14	0
YGL008C	0.15	0.0249924	5968.51	1	0.000349293	1
YGL105W	0.266667	0.0354738	636.964	2	0.00215181	0
YGL122C	0.254545	0.027997	2702.23	0.001	4.22606e-13	1
YGL256W	0.222222	0.0266154	3611.2	0.001	4.02691e-13	0
YGR005C	0.381818	0.0134311	6642.94	15	0.278574	1
YGR094W	0.142857	0.0169409	5372.44	0.001	6.32147e-14	1
YGR119C	0.126923	0.0124255	31516	27	1.87682	1
YHL034C	0.107563	0.0171722	11765.6	15	0.371412	0
YHR020W	0.104615	0.0191787	4091.56	2	0.000463291	1
YIL124W	0.4	0.0145738	1730.78	0.001	3.12319e-14	0
YJL052W	0.0646465	0.0136763	13568.3	0.001	3.06866e-14	0
YJR009C	0.0887097	0.012331	19115.9	0.001	3.92069e-14	0
YKL009W	0.511111	0.0300733	1910.32	0.001	7.98629e-13	0
YKL060C	0.0789779	0.0113134	25163.4	0.001	3.25575e-14	1
YKL104C	0.0792683	0.0168295	16388.3	0.001	1.04213e-13	1
YKL120W	0.285714	0.0255349	3279.54	0.001	3.98363e-13	0
YKL212W	0.241667	0.0401284	6461.2	0.001	4.04891e-12	0
YKR046C	0.4	0.0362153	48.2086	0.001	3.31707e-14	0
YLR355C	0.0886699	0.0155728	5189.58	0.001	2.70631e-14	1
YMR105C	0.125	0.0225474	1533.51	0.001	4.95432e-14	0
YMR108W	0.0887097	0.021377	4829.75	1	8.94711e-05	1
YMR145C	0.5	0.0315199	35.7789	0.001	1.76577e-14	0
YMR241W	0.4	0.0309497	616.388	0.001	2.26225e-13	0
YNL035C	0.666667	0.0358723	24.553	0.001	2.71051e-14	0
YNL124W	0.416667	0.0336778	609.944	5	0.0408663	1
YNL169C	0.5	0.0228712	860.656	0.001	1.17749e-13	0
YNR069C	0.285714	0.0166861	3477.1	0.001	7.70144e-14	0
YOL123W	0.118577	0.0179988	20365.7	8	0.129761	1
YOR141C	0.666667	0.0315315	60.6879	2	0.000319949	0
YOR176W	0.2	0.0334839	6978.98	0.001	1.75456e-12	1
YOR185C	0.309091	0.0320341	1912.58	0.001	6.22527e-13	0
YOR259C	0.305419	0.0240873	6311.39	63	162.255	1
YOR317W	0.2	0.0114113	9652.42	0.001	3.2735e-14	0
YOR374W	0.0641026	0.0128309	21651.7	0.001	3.76177e-14	0
YOR375C	0.122807	0.0191152	2767.79	0.001	4.53811e-14	0
YPL266W	0.466667	0.0342541	573.701	0.001	3.68591e-13	1
YBR018C	0.114625	0.0187831	7100.02	0.001	1.01298e-13	0
YDR165W	0.4	0.0358243	5057.52	1	0.00333204	0
YER123W	0.333333	0.0440613	259.922	2	0.00261241	0
YGL180W	0.380952	0.0403298	402.674	0.001	4.05817e-13	1
YML115C	0.12381	0.0287511	8640.94	2	0.00584824	0
YPL031C	0.0558781	0.0249158	35746.2	28	16.8983	0
YBR155W	0.166667	0.0112143	8625.42	0.001	2.27361e-14	1
YBR234C	0.17029	0.0208527	17638.4	19	3.89544	1
YCL048W	0.666667	0.0690761	69.8302	0.001	1.0599e-12	0
YDR386W	0.0641258	0.0140504	44302.6	1	0.000110718	0
YER017C	0.110526	0.0248695	12259.4	4	0.033173	0
YGR083C	0.224638	0.0271838	2693.25	25	5.162	1
YHL019C	0.533333	0.0519126	5161.57	15	67.4752	0
YJL092W	0.133333	0.0158633	12291.1	0.001	1.03777e-13	0
YML102W	0.285714	0.0539784	3482.76	10	8.44765	0
YMR049C	0.102521	0.0115048	83733.4	0.001	1.50393e-13	1
YOL150C	0.4	0.0181088	1028.45	0.001	4.42386e-14	0
YBR082C	0.25	0.030415	708.629	0.001	1.51604e-13	0
YDL043C	0.0636523	0.0175609	71534.8	70	148.53	1
YDL156W	0.166667	0.0300941	1509.93	0.001	2.06411e-13	0
YDR030C	0.164835	0.0314282	580.028	0.001	9.32776e-14	0
YDR267C	0.108225	0.0279562	12322.5	0.001	8.14594e-13	1
YDR306C	0.191176	0.0175334	6661.93	2	0.000962907	0
YFL038C	0.138462	0.0180935	24612.2	0.001	3.65232e-13	1
YFR031C	0.282051	0.0364262	3340.28	0.001	1.65869e-12	1
YKR017C	0.333333	0.0329905	1229.8	0.001	4.85591e-13	0
YLR288C	0.0232323	0.0127606	288897	3	0.00480489	0
YML051W	0.5	0.0515718	225.108	8	0.407643	0
YML057W	0.152174	0.0226822	4347.28	2	0.00140084	0
