name	DEN_1	DEN_2	BC	IDC	LBCC	ESS
YKL003C	0.8476	0.1089	493.7078	162.0000	250148.8213	0
YMR158W	0.8524	0.1435	1019.1661	171.0000	1839632.1854	0
YMR188C	0.7633	0.1377	1213.3205	189.0000	2245311.9845	0
YNL137C	0.8658	0.1513	180.3809	171.0000	409300.7944	1
YNL306W	0.7196	0.1034	1290.8519	216.0000	1070937.5198	1
YNR037C	0.6533	0.0111	27103.3515	162.0000	1156.9876	0
YPL013C	0.6138	0.0211	27854.2201	194.0000	24943.5291	0
YPL118W	0.6222	0.4510	7401.6896	54.0000	29997723.8069	0
YDR026C	0.4000	0.3301	1847.4610	3.0000	236.9705	0
YDR398W	0.4000	0.4266	9135.4746	3.0000	3268.5394	1
YBL093C	0.3810	0.0751	3620.8454	7.0000	15.0205	0
YBR169C	0.3333	0.0578	6194.8683	0.0010	0.0000	0
YER179W	0.1553	0.0332	76971.2491	60.0000	3137.6267	0
YKL129C	0.2476	0.0157	21894.2169	13.0000	0.7281	0
YOR140W	0.5333	0.0577	1881.3794	0.0010	0.0000	0
YBL094C	0.6667	0.0065	4192.2617	0.0010	0.0000	0
YBL095W	0.6667	0.0238	1465.0339	0.0010	0.0000	0
YBR162C	0.2500	0.0899	10148.9867	1.0000	0.1661	0
YBL097W	1.0000	0.0644	0.0000	0.0010	0.0000	1
YLR373C	0.0644	0.0304	78558.4174	0.0010	0.0000	0
YBL098W	1.0000	0.1471	0.0000	0.0010	0.0000	0
YDL226C	0.1471	0.0255	31090.0279	0.0010	0.0000	0
YBL099W	0.8015	0.0225	1854.5231	34.0000	15.0251	0
YDL004W	1.0000	0.0224	0.0000	35.0000	0.0000	1
YDR298C	0.9000	0.0221	471.3671	40.0000	6.4755	0
YDR322CA	1.0000	0.0224	0.0000	0.0010	0.0000	0
YDR377W	1.0000	0.0224	0.0000	38.0000	0.0000	0
YJL180C	0.6667	0.0134	3079.5591	0.0010	0.0000	0
YJR121W	0.6433	0.0156	15162.3016	34.0000	22.9228	0
YKL016C	0.9000	0.0221	471.3671	40.0000	6.4755	0
YML081CA	1.0000	0.0224	0.0000	0.0010	0.0000	0
YNL315C	1.0000	0.5895	0.0000	0.0010	0.0000	0
YOL077WA	1.0000	0.0224	0.0000	0.0010	0.0000	0
YPL271W	0.8833	0.0066	14781.7632	35.0000	1.0892	0
YPR020W	0.7124	0.0112	11331.3326	38.0000	6.9947	0
YBL100C	1.0000	0.2500	0.0000	0.0010	0.0000	0
YJL070C	0.2500	0.2340	18545.0696	0.0010	0.0000	0
YBL101C	1.0000	0.4296	0.0000	0.0010	0.0000	0
YFL002WA	0.6667	0.2500	559.3097	0.0010	0.0000	0
YJL162C	0.6667	0.2222	267.9987	0.0010	0.0000	0
YNL229C	0.3810	0.0758	4184.9484	0.0010	0.0000	0
YBL102W	0.3333	0.0232	6698.9647	0.0010	0.0000	1
YFL058W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YGR068C	0.5000	0.1188	699.5645	0.0010	0.0000	0
YBL103C	0.4000	0.0706	2364.3131	3.0000	0.6340	0
YDL126C	0.4667	0.0679	1473.6493	4.0000	0.9382	1
YFR021W	0.1667	0.0243	20317.9973	0.0010	0.0000	0
YNL098C	0.4762	0.0837	2117.0132	0.0010	0.0000	0
YOL067C	1.0000	0.1333	0.0000	3.0000	0.0000	0
YOL108C	0.1667	0.0687	25098.1077	1.0000	0.0930	0
YBL104C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YNL054W	0.6667	0.0826	4542.0000	0.0010	0.0000	0
YBL105C	0.2095	0.0260	20003.6443	0.0010	0.0000	1
YBR045C	0.4667	0.0536	2096.1064	4.0000	0.5172	0
YEL002C	0.7636	0.1640	1233.9443	14.0000	1871.3966	1
YER118C	0.1051	0.0358	50851.0095	0.0010	0.0000	0
YGL022W	0.7778	0.1738	1018.6969	12.0000	1248.9214	1
YJL002C	0.7273	0.0337	8797.3604	14.0000	22.5925	1
YJL020C	0.1895	0.0338	16419.8641	0.0010	0.0000	0
YOR231W	0.2857	0.0247	10515.6453	0.0010	0.0000	0
YPR154W	0.1000	0.1107	52060.5158	0.0010	0.0000	0
YCL017C	0.6667	0.1170	109.9606	0.0010	0.0000	1
YHR098C	0.4000	0.0846	1551.2485	3.0000	0.8576	1
YHR161C	0.2857	0.0841	1634.8744	0.0010	0.0000	0
YIL033C	0.2444	0.0114	32365.7078	4.0000	0.0086	0
YOR197W	0.2222	0.0071	22535.2617	0.0010	0.0000	0
YPL174C	0.1667	0.0145	29224.7665	13.0000	0.4690	0
YBL107C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YML116W	0.6667	0.0327	4542.0000	0.0010	0.0000	0
YBL109W	1.0000	0.0212	0.0000	0.0010	0.0000	0
YBL112C	1.0000	0.0325	0.0000	0.0010	0.0000	0
YBL113C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YLR348C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR001C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YDR001C	0.3333	0.0706	5992.5837	0.0010	0.0000	0
YBR003W	0.6667	0.0235	3613.4514	0.0010	0.0000	0
YJR022W	0.0742	0.0399	186845.3047	61.0000	7997.1768	1
YBR004C	1.0000	0.3571	0.0000	0.0010	0.0000	1
YLR082C	0.3571	0.0186	8775.4919	0.0010	0.0000	0
YBR006W	0.6667	0.6141	441.4685	0.0010	0.0000	0
YKL023W	0.1818	0.0175	15869.9442	0.0010	0.0000	0
YBR008C	1.0000	0.0207	0.0000	0.0010	0.0000	0
YCR084C	0.2857	0.3361	6057.9404	1.0000	22.0947	0
YDL208W	0.7200	0.0307	17741.8014	14.0000	31.0279	1
YDR227W	0.2879	0.0422	10439.7386	11.0000	12.7423	0
YDR303C	0.3718	0.0623	9758.9203	11.0000	72.7098	1
YEL056W	0.3810	0.1016	1356.6874	6.0000	11.8847	0
YER164W	1.0000	0.1614	0.0000	0.0010	0.0000	0
YFL024C	0.5000	0.1045	430.5797	7.0000	8.8161	1
YGR252W	0.2778	0.0923	15050.1310	14.0000	833.7321	0
YHR193C	0.3333	0.0066	29485.9673	5.0000	0.0023	0
YJL081C	0.4444	0.0858	14012.7551	3.0000	9.1186	1
YLR176C	1.0000	0.1614	0.0000	0.0010	0.0000	0
YLR442C	0.4667	0.0437	3740.3478	9.0000	4.6266	0
YMR061W	0.3704	0.0816	12439.4983	44.0000	17433.2497	1
YOL054W	1.0000	0.1614	0.0000	0.0010	0.0000	0
YDR477W	0.2132	0.0369	24979.7192	16.0000	40.6026	0
YJL168C	0.5000	0.1160	2546.2899	0.0010	0.0000	0
YKL011C	0.0906	0.0801	60864.5866	0.0010	0.0000	0
YPL209C	0.5333	0.0755	1975.1873	5.0000	4.2722	1
YBR011C	0.4000	0.1333	3979.1586	0.0010	0.0000	1
YGR087C	0.3333	0.0969	11075.6451	0.0010	0.0000	0
YHR183W	0.4000	0.0683	3011.3609	0.0010	0.0000	0
YLR354C	0.6667	0.2500	300.0197	0.0010	0.0000	0
YBR012C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YPL221W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR012WB	0.5000	0.0471	4997.6069	0.0010	0.0000	0
YLR116W	0.1462	0.1141	22818.2629	16.0000	2314.9504	1
YLR157CA	1.0000	0.5000	0.0000	0.0010	0.0000	0
YBR013C	1.0000	0.4000	0.0000	0.0010	0.0000	0
YGR292W	0.4000	0.2857	13623.0000	0.0010	0.0000	0
YBR014C	0.4000	0.0060	13127.8255	0.0010	0.0000	0
YBR101C	0.1333	0.1530	29818.8694	2.0000	17.4428	0
YGR119C	0.1244	0.0122	45178.7867	27.0000	2.4324	1
YNR069C	0.2857	0.0180	4664.9502	0.0010	0.0000	0
YBR018C	1.0000	0.0224	0.0000	0.0010	0.0000	0
YBR019C	0.6667	0.2857	9082.0000	0.0010	0.0000	0
YHL019C	0.6667	0.5000	4542.0000	0.0010	0.0000	0
YOL150C	0.4000	0.0188	19891.7681	0.0010	0.0000	0
YBR020W	0.6667	0.0219	818.1704	0.0010	0.0000	0
YML051W	0.6667	0.2095	391.4203	8.0000	257.4871	0
YBR021W	1.0000	0.0800	0.0000	0.0010	0.0000	0
YOR128C	0.0800	0.0174	64799.7740	0.0010	0.0000	0
YBR024W	0.6667	0.1429	4542.0000	0.0010	0.0000	1
YBR037C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YPR119W	0.1538	0.1336	22488.7148	0.0010	0.0000	0
YGL245W	0.2857	0.2593	7707.4680	0.0010	0.0000	1
YMR186W	0.2571	0.0414	11825.7155	0.0010	0.0000	0
YBR027C	0.5000	0.0180	2939.5587	0.0010	0.0000	0
YLR353W	0.5000	0.0194	1570.8856	0.0010	0.0000	0
YOR046C	0.4667	0.1700	1343.6090	3.0000	14.1265	1
YBR028C	1.0000	0.0379	0.0000	0.0010	0.0000	0
YBR033W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YNL228W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR034C	0.2000	0.1115	25374.7009	0.0010	0.0000	0
YDR249C	1.0000	0.2000	0.0000	0.0010	0.0000	0
YER017C	0.6667	0.1538	3889.5981	4.0000	92.9694	0
YGR165W	0.5000	0.1250	4748.6289	0.0010	0.0000	0
YGR181W	0.6667	0.1345	2332.6873	0.0010	0.0000	0
YMR048W	0.2000	0.0296	14161.1964	1.0000	0.0022	0
YBR035C	1.0000	0.0200	0.0000	0.0010	0.0000	0
YBR038W	0.4000	0.1417	570.7614	0.0010	0.0000	1
YCL022C	0.6667	0.0870	630.2188	0.0010	0.0000	0
YHR123W	0.6667	0.0720	655.8146	0.0010	0.0000	0
YPL020C	0.2000	0.1748	7438.0461	0.0010	0.0000	1
YPR106W	0.6667	0.2182	191.9648	0.0010	0.0000	0
YBR126C	0.1542	0.0450	43313.7832	5.0000	3.4164	0
YDR343C	0.5000	0.0317	1820.9174	0.0010	0.0000	0
YKL150W	0.4762	0.0478	4827.8370	0.0010	0.0000	0
YLL041C	0.5238	0.2134	1451.0035	7.0000	540.3557	0
YOR142W	0.4000	0.1800	2356.2171	1.0000	0.9899	0
YBR040W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YCL040W	0.3333	0.0181	7408.7667	2.0000	0.0021	0
YBR041W	1.0000	0.0651	0.0000	0.0010	0.0000	0
YDL153C	0.0651	0.1017	81809.1308	6.0000	123.2142	1
YBR042C	0.6667	0.0214	1217.2724	0.0010	0.0000	0
YHR115C	0.3333	0.1324	2330.5158	0.0010	0.0000	0
YBR043C	0.6667	0.4831	17.5275	0.0010	0.0000	0
YJL155C	0.6667	0.2711	222.7365	0.0010	0.0000	0
YBR044C	0.7000	0.0642	1887.6799	0.0010	0.0000	0
YKL141W	0.5238	0.0249	7551.0041	6.0000	0.3296	1
YKL148C	0.9000	0.2727	38.9597	6.0000	41.9012	0
YOR178C	0.2821	0.0467	14496.0396	10.0000	19.3988	0
YBR047W	0.6667	0.0304	1011.2796	0.0010	0.0000	0
YJL128C	0.4000	0.0567	1357.4597	0.0010	0.0000	0
YOR285W	0.2500	0.2515	11180.6200	0.0010	0.0000	0
YBR049C	0.4182	0.1067	2059.3862	0.0010	0.0000	1
YDR130C	0.3214	0.1526	7291.3817	0.0010	0.0000	1
YMR239C	0.6667	0.3125	127.9630	6.0000	175.7304	1
YNR003C	0.5369	0.0790	8006.2222	57.0000	30964.5628	1
YOR116C	0.5640	0.0203	23936.2761	57.0000	423.0487	1
YBR050C	0.4000	0.0344	4072.8895	2.0000	0.0182	0
YBR052C	1.0000	0.3810	0.0000	0.0010	0.0000	0
YDR032C	0.3810	0.0339	15792.2849	0.0010	0.0000	0
YBR054W	0.5000	0.0075	1842.5348	0.0010	0.0000	0
YDR190C	0.6667	0.0852	195.5200	3.0000	0.1851	1
YOR040W	0.6667	0.0685	58.5382	0.0010	0.0000	0
YDL064W	0.3214	0.1064	6978.3470	0.0010	0.0000	1
YER172C	0.4945	0.0817	5479.5016	66.0000	34677.0605	1
YJR084W	1.0000	0.2030	0.0000	0.0010	0.0000	0
YLR438CA	0.2672	0.0985	27523.0138	0.0010	0.0000	0
YLR446W	0.2222	0.0984	8687.1729	0.0010	0.0000	0
YOR319W	0.5761	0.0357	14075.4687	116.0000	20547.2017	1
YPR082C	0.5278	0.0915	4876.6517	24.0000	2498.5821	1
YBR056W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YFR007W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR057C	0.4000	0.0259	5818.2225	0.0010	0.0000	0
YCL055W	0.4000	0.1111	1514.9350	0.0010	0.0000	0
YDR206W	0.3333	0.0541	2543.4029	2.0000	0.0582	0
YGL192W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YIL144W	0.1333	0.0214	27359.8901	26.0000	13.5697	1
YBR058C	0.2500	0.0749	6902.1195	0.0010	0.0000	0
YOL059W	0.6667	0.1250	492.0022	0.0010	0.0000	0
YOL064C	0.5000	0.0788	528.5523	0.0010	0.0000	0
YOL113W	0.5000	0.1158	575.4947	0.0010	0.0000	0
YOL156W	0.6667	0.0800	153.0649	0.0010	0.0000	0
YOR123C	0.2889	0.1335	8748.9305	7.0000	275.4446	0
YBR059C	0.2500	0.0465	7249.9443	0.0010	0.0000	0
YER144C	0.3333	0.1770	3753.9129	0.0010	0.0000	0
YGR199W	1.0000	0.2500	0.0000	0.0010	0.0000	0
YJL039C	0.3333	0.0219	5583.9137	2.0000	0.0034	1
YML014W	0.6667	0.1471	163.4993	0.0010	0.0000	0
YMR144W	0.5000	0.0230	2450.7002	0.0010	0.0000	0
YNL330C	0.3333	0.0793	8426.6847	29.0000	2709.4862	0
YBR061C	0.0952	0.0753	45847.5365	0.0010	0.0000	0
YBR300C	1.0000	0.0952	0.0000	0.0010	0.0000	0
YDR383C	0.2222	0.0223	18369.3771	2.0000	0.0080	0
YDR461W	0.6667	0.1080	136.4501	0.0010	0.0000	0
YER028C	0.6667	0.0417	1220.0034	0.0010	0.0000	0
YGR182C	0.5000	0.0072	4266.8473	0.0010	0.0000	0
YGR201C	0.6667	0.0800	475.5261	0.0010	0.0000	0
YGR219W	1.0000	0.0952	0.0000	0.0010	0.0000	0
YGR235C	1.0000	0.0952	0.0000	0.0010	0.0000	0
YGR277C	1.0000	0.0952	0.0000	0.0010	0.0000	1
YHL011C	0.4667	0.0166	15990.6595	0.0010	0.0000	0
YHR008C	0.5000	0.0587	1221.0228	0.0010	0.0000	0
YHR022C	0.5000	0.0833	4827.9625	0.0010	0.0000	0
YHR026W	0.7124	0.0071	20451.4942	51.0000	4.9137	0
YHR058C	0.3333	0.0128	22630.1756	16.0000	0.8295	1
YHR059W	0.7316	0.1162	3891.2157	0.0010	0.0000	0
YJL017W	0.5000	0.0710	641.8875	0.0010	0.0000	0
YJL097W	0.6667	0.0523	568.6638	0.0010	0.0000	1
YJL140W	0.5524	0.0081	46454.1036	69.0000	36.4016	0
YBR064W	0.6667	0.1818	230.8594	0.0010	0.0000	0
YOR317W	0.3333	0.0071	9837.6805	0.0010	0.0000	0
YBR065C	0.4000	0.0556	1353.0727	5.0000	0.6452	0
YJR050W	0.3333	0.0157	17585.0190	18.0000	2.0932	0
YLR249W	0.4367	0.0742	21129.5233	36.0000	13029.8474	1
YOR308C	0.5584	0.0917	4563.4395	21.0000	1667.8456	0
YBR066C	0.6667	0.0075	3138.0366	0.0010	0.0000	0
YBR067C	0.5000	0.0076	5686.5630	0.0010	0.0000	0
YNL237W	0.6667	0.0270	320.6709	0.0010	0.0000	0
YPR138C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YBR068C	1.0000	0.3214	0.0000	0.0010	0.0000	0
YOR133W	1.0000	0.3214	0.0000	5.0000	0.0000	0
YBR069C	1.0000	1.0000	0.0000	0.0010	0.0000	0
YOL109W	1.0000	1.0000	0.0000	0.0010	0.0000	0
YBR070C	1.0000	1.0000	0.0000	0.0010	0.0000	1
YJL018W	1.0000	1.0000	0.0000	0.0010	0.0000	1
YBR072W	0.4000	0.0174	1677.6384	0.0010	0.0000	0
YPL169C	0.1667	0.0442	15439.5536	2.0000	0.0784	1
YBR073W	0.5000	0.0262	2720.3537	0.0010	0.0000	0
YGL213C	0.2857	0.1402	6539.6945	0.0010	0.0000	1
YBR074W	0.5000	0.0062	7693.5573	0.0010	0.0000	0
YMR083W	0.6667	0.3333	298.6514	0.0010	0.0000	0
YBR076W	1.0000	0.0076	0.0000	0.0010	0.0000	0
YBR077C	0.4000	0.2526	1211.5128	2.0000	15.7917	0
YKR007W	0.5000	0.1538	4403.3803	5.0000	154.1746	0
YMR004W	0.5000	0.0833	5166.5064	0.0010	0.0000	0
YOR045W	0.6909	0.0205	8844.9613	24.0000	15.0370	0
YDL145C	0.4917	0.0531	14156.4981	36.0000	2584.0791	1
YER155C	0.3077	0.1537	5075.1766	0.0010	0.0000	0
YIL071C	0.5000	0.1930	1094.7254	1.0000	0.7593	0
YJL005W	0.2762	0.1489	15600.4234	1.0000	2.1193	1
YKR054C	0.3056	0.1146	5719.3043	2.0000	2.4113	0
YKR059W	0.5500	0.1122	1410.8855	17.0000	603.4698	0
YML085C	0.2778	0.1170	6355.0740	11.0000	440.8870	1
YNL062C	0.7857	0.0719	2084.5134	18.0000	254.6408	1
YNL244C	0.3841	0.1081	25416.4869	38.0000	73162.1964	1
YOL145C	0.1947	0.0152	42361.4079	6.0000	0.0948	0
YPL211W	0.7813	0.0899	8891.4773	29.0000	11088.0211	1
YPL237W	0.4021	0.0930	6367.3198	75.0000	80725.6032	1
YBR081C	0.6667	0.2208	14.0420	9.0000	16.2143	0
YDR392W	0.3333	0.0536	10355.0508	110.0000	37919.6602	0
YGL241W	0.3929	0.1537	2815.4346	0.0010	0.0000	0
YBR082C	1.0000	0.6667	0.0000	0.0010	0.0000	0
YKL010C	0.6667	0.2527	4542.0000	0.0010	0.0000	0
YBR083W	1.0000	0.3929	0.0000	0.0010	0.0000	0
YHR084W	0.3929	0.0916	5957.9792	2.0000	1.3178	1
YEL046C	0.4667	0.0291	6176.2704	0.0010	0.0000	0
YER065C	0.5000	0.0317	353.3300	0.0010	0.0000	0
YGR155W	0.6212	0.1906	4476.9024	0.0010	0.0000	1
YGR240C	0.1474	0.0862	28949.0176	1.0000	0.2352	0
YKL009W	0.8254	0.1243	5930.2736	0.0010	0.0000	0
YBR085W	1.0000	0.3333	0.0000	0.0010	0.0000	0
YMR056C	0.5000	0.0581	5464.5993	0.0010	0.0000	0
YMR319C	0.5000	0.1970	1846.4305	0.0010	0.0000	0
YBR088C	0.2667	0.1553	12582.6292	16.0000	7992.0249	1
YJR068W	0.9167	0.1656	158.1136	33.0000	3914.6101	1
YLR390W	0.6667	0.3008	120.5847	0.0010	0.0000	0
YLR390WA	0.6667	0.3008	120.5847	0.0010	0.0000	0
YMR078C	0.9000	0.2705	78.2847	1.0000	0.3774	0
YNL088W	0.4176	0.0699	26827.4563	14.0000	733.9112	1
YOR144C	0.8571	0.2791	42.5189	2.0000	1.7684	0
YDL164C	0.6667	0.1085	330.1704	2.0000	0.2437	1
YHR031C	0.6667	0.2026	142.5720	0.0010	0.0000	0
YKL113C	0.3333	0.0063	21073.0744	4.0000	0.0007	0
YLR035C	0.3333	0.0077	14319.3888	1.0000	0.0000	0
YML021C	1.0000	0.2667	0.0000	0.0010	0.0000	0
YBR089CA	1.0000	0.1787	0.0000	0.0010	0.0000	0
YBR089W	1.0000	0.0881	0.0000	0.0010	0.0000	1
YBR090C	1.0000	0.3333	0.0000	0.0010	0.0000	0
YBR091C	0.5357	0.0241	10264.1304	9.0000	1.3477	1
YDL217C	0.5357	0.0255	8209.6105	9.0000	1.3497	1
YJL054W	0.6667	0.3095	4577.3855	9.0000	20418.7903	1
YKL002W	0.0509	0.0172	147433.9267	0.0010	0.0000	0
YLR288C	0.0256	0.0332	378520.8893	1.0000	0.0118	0
YOR297C	0.7000	0.1696	439.7197	3.0000	6.8746	1
YBR093C	0.6667	0.4643	4542.0000	0.0010	0.0000	0
YKR106W	1.0000	0.6667	0.0000	0.0010	0.0000	0
YML077W	0.5714	0.0746	12974.2805	12.0000	396.6600	1
YBR094W	1.0000	0.4904	0.0000	4.0000	0.0000	0
YBR095C	1.0000	0.4909	0.0000	3.0000	0.0000	0
YPL139C	0.4909	0.0726	14514.9341	24.0000	2739.3543	0
YBR096W	1.0000	0.1053	0.0000	0.0010	0.0000	0
YBR097W	1.0000	1.0000	0.0000	2.0000	0.0000	0
YLR240W	1.0000	1.0000	0.0000	2.0000	0.0000	1
YHR016C	0.1383	0.0257	32779.5853	0.0010	0.0000	0
YBR099C	0.6667	0.1009	946.9912	0.0010	0.0000	0
YDR171W	0.6667	0.0988	207.4605	0.0010	0.0000	0
YHL021C	0.4000	0.2315	12555.2312	0.0010	0.0000	0
YJL117W	0.4000	0.0149	7218.5849	0.0010	0.0000	0
YKL171W	0.6667	0.4040	418.8184	0.0010	0.0000	0
YLL062C	0.6667	0.1111	74.6905	0.0010	0.0000	0
YLR194C	1.0000	0.1333	0.0000	0.0010	0.0000	0
YMR092C	0.3810	0.0598	6474.7590	8.0000	16.1713	0
YMR173W	0.5000	0.1111	4592.4707	0.0010	0.0000	0
YOL011W	0.5000	0.0308	2885.1591	0.0010	0.0000	0
YPL136W	0.6667	0.1158	1111.1725	0.0010	0.0000	0
YBR102C	0.4444	0.0651	11946.2703	5.0000	11.9545	1
YIL068C	0.7500	0.1561	687.8208	13.0000	672.6784	1
YLR166C	0.5455	0.0841	2972.9843	13.0000	177.8676	1
YNR046W	0.6667	0.2949	426.1371	0.0010	0.0000	1
YPR055W	0.6667	0.0632	4306.4253	13.0000	100.4960	1
YBR103W	0.2000	0.0780	8553.0741	6.0000	13.6551	0
YCR033W	0.2889	0.0931	10569.8931	9.0000	167.3102	0
YCR077C	0.1170	0.0753	35771.1386	4.0000	8.6044	0
YGR239C	0.2182	0.0463	10515.2271	0.0010	0.0000	0
YIL112W	0.5000	0.1231	1142.9709	6.0000	28.3247	0
YJR141W	0.3333	0.0103	13198.4204	0.0010	0.0000	1
YBR105C	1.0000	0.0207	0.0000	0.0010	0.0000	0
YBR106W	0.6667	0.0437	525.8616	0.0010	0.0000	1
YBR107C	0.6667	0.0224	4483.1034	0.0010	0.0000	0
YBR108W	0.5000	0.0617	596.1879	0.0010	0.0000	0
YGR136W	0.2778	0.0193	8277.1263	0.0010	0.0000	0
YBR213W	0.6667	0.0502	105.0467	0.0010	0.0000	0
YBR229C	1.0000	0.0522	0.0000	0.0010	0.0000	0
YDR231C	1.0000	0.0522	0.0000	0.0010	0.0000	1
YDR292C	0.5000	0.0463	852.2464	3.0000	0.0528	1
YER023W	0.4286	0.0166	2794.5457	0.0010	0.0000	1
YFL003C	0.5000	0.0814	2652.6976	0.0010	0.0000	0
YFL010WA	1.0000	0.0522	0.0000	0.0010	0.0000	0
YFR054C	0.6667	0.0273	1000.6011	0.0010	0.0000	0
YGL043W	0.5000	0.0690	1159.8562	0.0010	0.0000	0
YGL063W	0.5000	0.0409	884.3211	0.0010	0.0000	0
YGL229C	0.1818	0.0060	37100.0345	0.0010	0.0000	0
YGR050C	1.0000	0.0522	0.0000	0.0010	0.0000	0
YGR144W	0.3214	0.0067	17436.8384	0.0010	0.0000	0
YHR028C	1.0000	0.0522	0.0000	0.0010	0.0000	0
YHR179W	0.2857	0.0335	8466.3409	2.0000	0.0245	0
YIL021W	0.6407	0.0338	8704.5569	74.0000	2957.8289	1
YJR073C	0.6667	0.0525	41.2205	0.0010	0.0000	0
YKL175W	0.6667	0.0175	1212.4124	0.0010	0.0000	0
YKR025W	0.7053	0.0956	4181.5525	28.0000	5405.5560	1
YLL050C	0.3111	0.0158	17384.3264	13.0000	0.7449	1
YLL051C	0.5000	0.0695	1002.0807	0.0010	0.0000	0
YLR443W	0.6667	0.0482	105.3026	0.0010	0.0000	0
YML095CA	1.0000	0.0522	0.0000	0.0010	0.0000	0
YMR111C	1.0000	0.0522	0.0000	0.0010	0.0000	0
YMR200W	0.5000	0.0452	1061.5594	0.0010	0.0000	1
YMR250W	0.6667	0.0303	1281.3644	0.0010	0.0000	0
YNL066W	0.4000	0.0183	5007.2462	0.0010	0.0000	0
YNL079C	0.5000	0.0437	660.1661	2.0000	0.0097	0
YNL202W	0.5000	0.0582	976.0801	0.0010	0.0000	0
YNR035C	0.6389	0.0196	3413.4631	22.0000	3.4434	1
YOR029W	1.0000	0.0522	0.0000	0.0010	0.0000	0
YOR035C	0.4762	0.0164	5740.9443	0.0010	0.0000	0
YOR358W	0.2857	0.0295	7699.6484	4.0000	0.1062	0
YPL242C	0.1818	0.0168	22514.9843	0.0010	0.0000	1
YBR112C	0.2778	0.1425	9322.7976	1.0000	1.0677	1
YCR096C	0.2778	0.0209	11078.0859	0.0010	0.0000	1
YDR043C	0.6667	0.1413	112.8775	0.0010	0.0000	0
YGL035C	0.3333	0.1716	6234.0665	0.0010	0.0000	0
YGL162W	1.0000	0.2778	0.0000	0.0010	0.0000	0
YNL167C	0.5000	0.1126	454.7709	2.0000	0.2919	0
YPL181W	0.4286	0.0468	4330.6676	4.0000	0.5709	0
YBR113W	1.0000	0.4354	0.0000	0.0010	0.0000	0
YHL024W	0.5000	0.4103	5235.0854	0.0010	0.0000	0
YKL112W	0.7333	0.1895	485.5660	1.0000	0.4597	1
YBR115C	0.6667	0.1542	101.1525	1.0000	0.0381	0
YGL154C	0.4000	0.0537	1887.7031	1.0000	0.0063	0
YOL086C	0.1988	0.0336	20339.0299	0.0010	0.0000	0
YBR116C	0.6667	0.1704	882.4891	0.0010	0.0000	0
YBR117C	0.5000	0.0508	7755.5524	0.0010	0.0000	0
YPR074C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YNL271C	0.2167	0.0289	9534.7962	2.0000	0.0116	0
YDR110W	0.1795	0.0435	26947.1936	0.0010	0.0000	0
YLR223C	0.5000	0.1883	797.6395	0.0010	0.0000	1
YLR449W	0.6085	0.0806	26795.1734	0.0010	0.0000	0
YML016C	0.2857	0.1579	12686.9384	0.0010	0.0000	0
YNL227C	0.5000	0.1423	782.4254	2.0000	1.2842	0
YNL277W	0.5000	0.3011	882.8483	0.0010	0.0000	0
YBR120C	0.8762	0.0944	2046.3102	42.0000	10537.1910	0
YDL044C	0.4286	0.0791	15376.1102	35.0000	11057.1420	0
YGR222W	0.6912	0.0219	16993.8627	48.0000	301.1952	0
YIR021W	0.8762	0.0263	5177.1007	34.0000	85.1902	0
YJL133W	1.0000	0.1528	0.0000	34.0000	0.0000	0
YJR082C	0.1176	0.1654	32932.2230	0.0010	0.0000	0
YKR052C	0.8762	0.0311	4439.7546	34.0000	143.4216	0
YLR382C	1.0000	0.1528	0.0000	34.0000	0.0000	0
YMR023C	0.7750	0.1414	4787.0127	41.0000	102256.0971	0
YMR287C	0.7750	0.0088	20766.5785	25.0000	1.4982	0
YOR334W	0.7750	0.0307	7509.6315	34.0000	203.2403	0
YPL029W	1.0000	0.1528	0.0000	33.0000	0.0000	0
YPR134W	0.8857	0.0273	3499.2243	34.0000	68.0811	0
YDR037W	0.4762	0.3779	18569.2588	0.0010	0.0000	1
YOR335C	0.5238	0.1905	5825.6649	0.0010	0.0000	1
YGR246C	0.5333	0.1481	548.5350	11.0000	187.1766	1
YBR124W	1.0000	0.0256	0.0000	0.0010	0.0000	1
YBR125C	1.0000	0.5000	0.0000	0.0010	0.0000	0
YDR028C	0.3818	0.0360	15283.5368	7.0000	3.3685	0
YDR216W	0.3077	0.0178	23997.1166	0.0010	0.0000	0
YFL033C	0.6667	0.1103	494.4458	0.0010	0.0000	0
YJL167W	0.5000	0.1103	797.7830	0.0010	0.0000	1
